#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
Pseudomonas aeruginosa,PA121617,19537,SAMN05006707 ,PRJNA321921,Proteobacteria,Gammaproteobacteria,GCA_001679685.1 ,6.85351,65.7828,chromosome:NZ_CP016214.1/CP016214.1; plasmid unnamed1:NZ_CP016215.1/CP016215.1,-,2,6566,6367,7/5/2016,3/20/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/679/685/GCF_001679685.1_ASM167968v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/679/685/GCA_001679685.1_ASM167968v1
Pseudomonas aeruginosa,ATCC 27853,19537,SAMN03774891 ,PRJNA286982,Proteobacteria,Gammaproteobacteria,GCA_001687285.1 ,6.83319,66.1,chromosome:NZ_CP011857.1/CP011857.1,-,1,6544,6369,7/19/2016,9/26/2018,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/285/GCF_001687285.1_ASM168728v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/285/GCA_001687285.1_ASM168728v1
Pseudomonas aeruginosa,PA_D1,19537,SAMN04910034 ,PRJNA294254,Proteobacteria,Gammaproteobacteria,GCA_001721745.1 ,6.64382,66.2,chromosome:NZ_CP012585.1/CP012585.1,-,1,6285,6120,9/8/2016,3/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/745/GCF_001721745.1_ASM172174v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/745/GCA_001721745.1_ASM172174v1
Pseudomonas aeruginosa,PA_D2,19537,SAMN04910045 ,PRJNA294254,Proteobacteria,Gammaproteobacteria,GCA_001721765.1 ,6.643,66.2,chromosome:NZ_CP012578.1/CP012578.1,-,1,6283,6120,9/8/2016,3/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/765/GCF_001721765.1_ASM172176v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/765/GCA_001721765.1_ASM172176v1
Pseudomonas aeruginosa,PA_D9,19537,SAMN04910066 ,PRJNA294254,Proteobacteria,Gammaproteobacteria,GCA_001721785.1 ,6.64548,66.2,chromosome:NZ_CP012580.1/CP012580.1,-,1,6290,6119,9/8/2016,3/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/785/GCF_001721785.1_ASM172178v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/785/GCA_001721785.1_ASM172178v1
Pseudomonas aeruginosa,PA_D16,19537,SAMN04914381 ,PRJNA294254,Proteobacteria,Gammaproteobacteria,GCA_001721805.1 ,6.68198,66.2,chromosome:NZ_CP012581.1/CP012581.1,-,1,6326,6150,9/8/2016,3/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/805/GCF_001721805.1_ASM172180v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/805/GCA_001721805.1_ASM172180v1
Pseudomonas aeruginosa,PA_D22,19537,SAMN04914475 ,PRJNA294254,Proteobacteria,Gammaproteobacteria,GCA_001721825.1 ,6.68198,66.2,chromosome:NZ_CP012583.1/CP012583.1,-,1,6327,6146,9/8/2016,3/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/825/GCF_001721825.1_ASM172182v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/825/GCA_001721825.1_ASM172182v1
Pseudomonas aeruginosa,PA_D25,19537,SAMN04914479 ,PRJNA294254,Proteobacteria,Gammaproteobacteria,GCA_001721845.1 ,6.6832,66.2,chromosome:NZ_CP012584.1/CP012584.1,-,1,6329,6143,9/8/2016,3/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/845/GCF_001721845.1_ASM172184v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/845/GCA_001721845.1_ASM172184v1
Pseudomonas aeruginosa,DN1,19537,SAMN05717682 ,PRJNA341318,Proteobacteria,Gammaproteobacteria,GCA_001722005.2 ,6.95925,65.8714,chromosome:NZ_CP017099.1/CP017099.1; plasmid unnamed1:NZ_CP018048.1/CP018048.1,-,2,6725,6535,9/8/2016,3/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/722/005/GCF_001722005.2_ASM172200v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/722/005/GCA_001722005.2_ASM172200v2
Pseudomonas aeruginosa,PA_D5,19537,SAMN04910061 ,PRJNA294254,Proteobacteria,Gammaproteobacteria,GCA_001722025.1 ,6.68199,66.2,chromosome:NZ_CP012579.1/CP012579.1,-,1,6327,6153,9/8/2016,3/20/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/722/025/GCF_001722025.1_ASM172202v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/722/025/GCA_001722025.1_ASM172202v1
Pseudomonas aeruginosa,PA_D21,19537,SAMN04914386 ,PRJNA294254,Proteobacteria,Gammaproteobacteria,GCA_001722045.1 ,6.63911,66.2,chromosome:NZ_CP012582.1/CP012582.1,-,1,6281,6116,9/8/2016,3/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/722/045/GCF_001722045.1_ASM172204v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/722/045/GCA_001722045.1_ASM172204v1
Pseudomonas aeruginosa,ATCC 15692,19537,SAMN05715193 ,PRJNA340360,Proteobacteria,Gammaproteobacteria,GCA_001729505.1 ,6.27643,66.5,chromosome:NZ_CP017149.1/CP017149.1,-,1,5925,5782,9/16/2016,3/20/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/505/GCF_001729505.1_ASM172950v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/729/505/GCA_001729505.1_ASM172950v1
Pseudomonas aeruginosa,FA-HZ1,19537,SAMN05729608 ,PRJNA341834,Proteobacteria,Gammaproteobacteria,GCA_001750705.1 ,6.86679,66.2,chromosome:NZ_CP017353.1/CP017353.1,-,1,6598,6209,10/3/2016,3/20/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/705/GCF_001750705.1_ASM175070v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/705/GCA_001750705.1_ASM175070v1
Pseudomonas aeruginosa,PA1088,19537,SAMN04455104 ,PRJNA310735,Proteobacteria,Gammaproteobacteria,GCA_001792835.1 ,6.72148,66.1,chromosome:NZ_CP015001.1/CP015001.1,-,1,6413,6247,10/20/2016,3/20/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/792/835/GCF_001792835.1_ASM179283v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/792/835/GCA_001792835.1_ASM179283v1
Pseudomonas aeruginosa,PA8281,19537,SAMN04455156 ,PRJNA310741,Proteobacteria,Gammaproteobacteria,GCA_001792855.1 ,6.92874,66,chromosome:NZ_CP015002.1/CP015002.1,-,1,6642,6461,10/20/2016,3/20/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/792/855/GCF_001792855.1_ASM179285v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/792/855/GCA_001792855.1_ASM179285v1
Pseudomonas aeruginosa,PA11803,19537,SAMN04455162 ,PRJNA310742,Proteobacteria,Gammaproteobacteria,GCA_001792875.1 ,7.00658,66,chromosome:NZ_CP015003.1/CP015003.1,-,1,6822,6637,10/20/2016,3/20/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/792/875/GCF_001792875.1_ASM179287v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/792/875/GCA_001792875.1_ASM179287v1
Pseudomonas aeruginosa,PA7790,19537,SAMN04455155 ,PRJNA310740,Proteobacteria,Gammaproteobacteria,GCA_001870265.1 ,7.06771,65.9508,chromosome:NZ_CP014999.1/CP014999.1; plasmid pPA7790:NZ_CP015000.1/CP015000.1,-,2,6828,6645,11/7/2016,3/20/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/870/265/GCF_001870265.1_ASM187026v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/870/265/GCA_001870265.1_ASM187026v1
Pseudomonas aeruginosa,B10W,19537,SAMN05969160 ,PRJNA352277,Proteobacteria,Gammaproteobacteria,GCA_001874465.1 ,6.72338,66.2,chromosome:NZ_CP017969.1/CP017969.1,-,1,6438,6216,11/10/2016,3/20/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/874/465/GCF_001874465.1_ASM187446v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/874/465/GCA_001874465.1_ASM187446v1
Pseudomonas aeruginosa,PAER4_119,19537,SAMN04209275 ,PRJNA299511,Proteobacteria,Gammaproteobacteria,GCA_001879525.1 ,6.50466,66.4,chromosome:NZ_CP013113.1/CP013113.1,-,1,6137,5984,11/16/2016,3/20/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/879/525/GCF_001879525.1_ASM187952v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/879/525/GCA_001879525.1_ASM187952v1
Pseudomonas aeruginosa,SCVFeb,19537,SAMN03940423 ,PRJNA291145,Proteobacteria,Gammaproteobacteria,GCA_001900195.1 ,6.21303,66.6,chromosome:NZ_CP013477.1/CP013477.1,-,1,5856,5704,12/12/2016,4/10/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/195/GCF_001900195.1_ASM190019v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/195/GCA_001900195.1_ASM190019v1
Pseudomonas aeruginosa,SCVJan,19537,SAMN03940421 ,PRJNA291144,Proteobacteria,Gammaproteobacteria,GCA_001900225.1 ,6.21303,66.6,chromosome:NZ_CP013478.1/CP013478.1,-,1,5856,5704,12/12/2016,4/10/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/225/GCF_001900225.1_ASM190022v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/225/GCA_001900225.1_ASM190022v1
Pseudomonas aeruginosa,NHmuc,19537,SAMN03940420 ,PRJNA291143,Proteobacteria,Gammaproteobacteria,GCA_001900265.1 ,6.21328,66.6,chromosome:NZ_CP013479.1/CP013479.1,-,1,5859,5708,12/12/2016,4/10/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/265/GCF_001900265.1_ASM190026v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/900/265/GCA_001900265.1_ASM190026v1
Pseudomonas aeruginosa,PA_154197,19537,SAMN04452263 ,PRJNA310413,Proteobacteria,Gammaproteobacteria,GCA_002075065.1 ,6.44524,66.4,chromosome:NZ_CP014866.1/CP014866.1,-,1,6105,5961,3/29/2017,4/3/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/075/065/GCF_002075065.1_ASM207506v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/075/065/GCA_002075065.1_ASM207506v1
Pseudomonas aeruginosa,RIVM-EMC2982,19537,SAMN05583819 ,PRJNA339235,Proteobacteria,Gammaproteobacteria,GCA_002085605.1 ,7.38006,65.7,chromosome:NZ_CP016955.1/CP016955.1,-,1,7166,6916,4/11/2017,4/13/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/085/605/GCF_002085605.1_ASM208560v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/085/605/GCA_002085605.1_ASM208560v1
Pseudomonas aeruginosa,E6130952,19537,SAMN06349407 ,PRJNA376024,Proteobacteria,Gammaproteobacteria,GCA_002085755.1 ,7.07741,65.8763,chromosome:NZ_CP020603.1/CP020603.1; plasmid pJHX613:NZ_CP020602.1/CP020602.1,-,2,6847,6631,4/11/2017,4/13/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/085/755/GCF_002085755.1_ASM208575v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/085/755/GCA_002085755.1_ASM208575v1
Pseudomonas aeruginosa,PASGNDM699,19537,SAMN06689795 ,PRJNA381838,Proteobacteria,Gammaproteobacteria,GCA_002104595.1 ,6.9851,66,chromosome:NZ_CP020704.1/CP020704.1,-,1,6742,6545,4/18/2017,4/24/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/104/595/GCF_002104595.1_ASM210459v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/104/595/GCA_002104595.1_ASM210459v1
Pseudomonas aeruginosa,PASGNDM345,19537,SAMN06689794 ,PRJNA381838,Proteobacteria,Gammaproteobacteria,GCA_002104615.1 ,6.89316,66.1,chromosome:NZ_CP020703.1/CP020703.1,-,1,6632,6432,4/18/2017,4/24/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/104/615/GCF_002104615.1_ASM210461v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/104/615/GCA_002104615.1_ASM210461v1
Pseudomonas aeruginosa,Pa124,19537,SAMN05020323 ,PRJNA389181,Proteobacteria,Gammaproteobacteria,GCA_002192475.1 ,7.00852,65.8,chromosome:NZ_CP021774.1/CP021774.1,-,1,6699,6479,6/13/2017,8/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/475/GCF_002192475.1_ASM219247v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/475/GCA_002192475.1_ASM219247v1
Pseudomonas aeruginosa,Pa58,19537,SAMN05020321 ,PRJNA389181,Proteobacteria,Gammaproteobacteria,GCA_002192495.1 ,7.24158,65.8,chromosome:NZ_CP021775.1/CP021775.1,-,1,7015,6673,6/13/2017,8/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/495/GCF_002192495.1_ASM219249v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/495/GCA_002192495.1_ASM219249v1
Pseudomonas aeruginosa,Pa84,19537,SAMN05020322 ,PRJNA389181,Proteobacteria,Gammaproteobacteria,GCA_002205335.1 ,6.56672,66.2,chromosome:NZ_CP021999.1/CP021999.1,-,1,6284,6058,6/22/2017,8/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/205/335/GCF_002205335.1_ASM220533v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/205/335/GCA_002205335.1_ASM220533v1
Pseudomonas aeruginosa,Pa127,19537,SAMN05020324 ,PRJNA389181,Proteobacteria,Gammaproteobacteria,GCA_002205355.1 ,7.1483,65.7,chromosome:NZ_CP022000.1/CP022000.1,-,1,6862,6565,6/22/2017,8/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/205/355/GCF_002205355.1_ASM220535v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/205/355/GCA_002205355.1_ASM220535v1
Pseudomonas aeruginosa,Pa1242,19537,SAMN05020326 ,PRJNA389181,Proteobacteria,Gammaproteobacteria,GCA_002205375.1 ,7.05051,65.8,chromosome:NZ_CP022002.1/CP022002.1,-,1,6742,6303,6/22/2017,8/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/205/375/GCF_002205375.1_ASM220537v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/205/375/GCA_002205375.1_ASM220537v1
Pseudomonas aeruginosa,Pa1207,19537,SAMN05020325 ,PRJNA389181,Proteobacteria,Gammaproteobacteria,GCA_002208645.1 ,7.41186,65.7,chromosome:NZ_CP022001.1/CP022001.1,-,1,7161,6813,6/22/2017,8/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/645/GCF_002208645.1_ASM220864v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/645/GCA_002208645.1_ASM220864v1
Pseudomonas aeruginosa,PA83,19537,SAMN05773092 ,PRJNA343072,Proteobacteria,Gammaproteobacteria,GCA_002215345.1 ,7.21431,65.7303,chromosome:NZ_CP017293.1/CP017293.1; plasmid unnamed1:NZ_CP017294.1/CP017294.1,-,2,6892,6702,7/6/2017,7/21/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/215/345/GCF_002215345.1_ASM221534v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/215/345/GCA_002215345.1_ASM221534v1
Pseudomonas aeruginosa,L10,19537,SAMN06234157 ,PRJNA361478,Proteobacteria,Gammaproteobacteria,GCA_002223805.1 ,6.66196,66.1,chromosome:NZ_CP019338.1/CP019338.1,-,1,6296,6119,7/21/2017,7/24/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/223/805/GCF_002223805.1_ASM222380v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/223/805/GCA_002223805.1_ASM222380v1
Pseudomonas aeruginosa,Ocean-1155,19537,SAMN07347483 ,PRJNA394047,Proteobacteria,Gammaproteobacteria,GCA_002237405.1 ,6.95224,66,chromosome:NZ_CP022526.1/CP022526.1,-,1,6681,6477,7/31/2017,8/3/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/405/GCF_002237405.1_ASM223740v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/237/405/GCA_002237405.1_ASM223740v1
Pseudomonas aeruginosa,Ocean-1175,19537,SAMN07347485 ,PRJNA394047,Proteobacteria,Gammaproteobacteria,GCA_002237425.1 ,6.94322,66,chromosome:NZ_CP022525.1/CP022525.1,-,1,6672,6475,7/31/2017,8/3/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/425/GCF_002237425.1_ASM223742v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/237/425/GCA_002237425.1_ASM223742v1
Pseudomonas aeruginosa,PPF-1,19537,SAMN06547042 ,PRJNA378495,Proteobacteria,Gammaproteobacteria,GCA_002287725.2 ,6.93089,65.9,chromosome:NZ_CP023316.1/CP023316.1,-,1,6589,6375,9/11/2017,4/25/2018,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/287/725/GCF_002287725.2_ASM228772v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/287/725/GCA_002287725.2_ASM228772v2
Pseudomonas aeruginosa,97,19537,SAMN07692776 ,PRJNA411997,Proteobacteria,Gammaproteobacteria,GCA_002411865.2 ,6.92619,65.9,chromosome:NZ_CP031449.1/CP031449.1,-,1,6654,6428,8/7/2018,8/16/2018,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/411/865/GCF_002411865.2_ASM241186v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/411/865/GCA_002411865.2_ASM241186v2
Pseudomonas aeruginosa,PA_150577,19537,SAMN04452273 ,PRJNA310413,Proteobacteria,Gammaproteobacteria,GCA_002442855.1 ,6.33447,66.5,chromosome:NZ_CP017306.1/CP017306.1,-,1,6007,5861,10/4/2017,10/7/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/855/GCF_002442855.1_ASM244285v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/855/GCA_002442855.1_ASM244285v1
Pseudomonas aeruginosa,12939,19537,SAMN07831757 ,PRJNA415682,Proteobacteria,Gammaproteobacteria,GCA_002753655.1 ,6.62138,66.2,chromosome:NZ_CP024477.1/CP024477.1,-,1,6330,6114,11/6/2017,11/9/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/655/GCF_002753655.1_ASM275365v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/655/GCA_002753655.1_ASM275365v1
Pseudomonas aeruginosa,PB369,19537,SAMN08101547 ,PRJNA419916,Proteobacteria,Gammaproteobacteria,GCA_002812825.1 ,6.52681,66,chromosome:NZ_CP025049.1/CP025049.1,-,1,6296,6112,12/6/2017,12/8/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/812/825/GCF_002812825.1_ASM281282v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/812/825/GCA_002812825.1_ASM281282v1
Pseudomonas aeruginosa,PB368,19537,SAMN08101546 ,PRJNA419916,Proteobacteria,Gammaproteobacteria,GCA_002812845.1 ,6.63856,66,chromosome:NZ_CP025050.1/CP025050.1,-,1,6400,6210,12/6/2017,12/8/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/812/845/GCF_002812845.1_ASM281284v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/812/845/GCA_002812845.1_ASM281284v1
Pseudomonas aeruginosa,PB353,19537,SAMN08101545 ,PRJNA419916,Proteobacteria,Gammaproteobacteria,GCA_002812865.1 ,6.49744,66.3161,chromosome:NZ_CP025051.1/CP025051.1; plasmid pPB353_1:NZ_CP025052.1/CP025052.1,-,2,6245,6093,12/6/2017,12/8/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/812/865/GCF_002812865.1_ASM281286v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/812/865/GCA_002812865.1_ASM281286v1
Pseudomonas aeruginosa,PB354,19537,SAMN08101544 ,PRJNA419916,Proteobacteria,Gammaproteobacteria,GCA_002812885.1 ,6.49428,66.316,chromosome:NZ_CP025053.1/CP025053.1; plasmid pPB354_1:NZ_CP025054.1/CP025054.1,-,2,6236,6084,12/6/2017,12/8/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/812/885/GCF_002812885.1_ASM281288v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/812/885/GCA_002812885.1_ASM281288v1
Pseudomonas aeruginosa,PB350,19537,SAMN08101543 ,PRJNA419916,Proteobacteria,Gammaproteobacteria,GCA_002812905.1 ,6.75287,66.2,chromosome:NZ_CP025055.1/CP025055.1,-,1,6419,6238,12/6/2017,12/8/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/812/905/GCF_002812905.1_ASM281290v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/812/905/GCA_002812905.1_ASM281290v1
Pseudomonas aeruginosa,PB367,19537,SAMN08101542 ,PRJNA419916,Proteobacteria,Gammaproteobacteria,GCA_002812925.1 ,6.75291,66.2,chromosome:NZ_CP025056.1/CP025056.1,-,1,6419,6243,12/6/2017,12/8/2017,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/812/925/GCF_002812925.1_ASM281292v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/812/925/GCA_002812925.1_ASM281292v1
Pseudomonas aeruginosa,F5677,19537,SAMN02887043 ,PRJNA253624,Proteobacteria,Gammaproteobacteria,GCA_002946935.1 ,6.64523,65.9,chromosome:NZ_CP026680.1/CP026680.1,-,1,6383,6160,2/17/2018,3/2/2018,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/946/935/GCF_002946935.1_ASM294693v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/946/935/GCA_002946935.1_ASM294693v1
Pseudomonas aeruginosa,AR_0360,19537,SAMN07291503 ,PRJNA316321,Proteobacteria,Gammaproteobacteria,GCA_002968515.1 ,6.46357,66.4,chromosome:NZ_CP027165.1/CP027165.1,-,1,6131,6003,3/5/2018,11/26/2018,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/968/515/GCF_002968515.1_ASM296851v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/968/515/GCA_002968515.1_ASM296851v1
Pseudomonas aeruginosa,AR_0354,19537,SAMN07291497 ,PRJNA316321,Proteobacteria,Gammaproteobacteria,GCA_002968585.1 ,6.74701,66.1,chromosome:NZ_CP027171.1/CP027171.1,-,1,6410,6234,3/5/2018,11/26/2018,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/968/585/GCF_002968585.1_ASM296858v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/968/585/GCA_002968585.1_ASM296858v1
Pseudomonas aeruginosa,AR_0353,19537,SAMN07291496 ,PRJNA316321,Proteobacteria,Gammaproteobacteria,GCA_002968655.1 ,7.28224,65.672,chromosome:NZ_CP027172.1/CP027172.1; plasmid unnamed1:NZ_CP027173.1/CP027173.1,-,2,7138,6892,3/5/2018,11/26/2018,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/968/655/GCF_002968655.1_ASM296865v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/968/655/GCA_002968655.1_ASM296865v1
Pseudomonas aeruginosa,AR_0230,19537,SAMN04901620 ,PRJNA316321,Proteobacteria,Gammaproteobacteria,GCA_002968695.1 ,7.08605,65.8338,chromosome:NZ_CP027174.1/CP027174.1; plasmid unnamed1:NZ_CP027175.1/CP027175.1; plasmid unnamed2:NZ_CP027176.1/CP027176.1,-,3,6776,6591,3/5/2018,11/10/2018,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/968/695/GCF_002968695.1_ASM296869v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/968/695/GCA_002968695.1_ASM296869v1
Pseudomonas aeruginosa,AR_0356,19537,SAMN07291499 ,PRJNA316321,Proteobacteria,Gammaproteobacteria,GCA_002968755.1 ,7.24787,65.5522,chromosome:NZ_CP027169.1/CP027169.1; plasmid unnamed1:NZ_CP027168.1/CP027168.1; plasmid unnamed2:NZ_CP027170.1/CP027170.1; plasmid unnamed3:NZ_CP027167.1/CP027167.1,-,4,7117,6792,3/5/2018,11/26/2018,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/968/755/GCF_002968755.1_ASM296875v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/968/755/GCA_002968755.1_ASM296875v1
Pseudomonas aeruginosa,AR_0357,19537,SAMN07291500 ,PRJNA316321,Proteobacteria,Gammaproteobacteria,GCA_002968955.1 ,7.16278,65.8,chromosome:NZ_CP027166.1/CP027166.1,-,1,6936,6728,3/5/2018,11/26/2018,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/968/955/GCF_002968955.1_ASM296895v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/968/955/GCA_002968955.1_ASM296895v1
